id,姓名,俱乐部,进球数,助攻数,传球成功率,过人成功率,抢断成功率,争顶成功率,扑救成功率,传球数,传球成功数,过人数,过人成功数,抢断数,抢断成功数,争顶数,争顶成功数,扑救数,扑救成功数
12,内托利奇卡,皇家马德里,0,7,75.5,0.0,54.5,44.6,0.0,740,559,0,0,44,24,130,58,0,0
13,布尔贡,皇家马德里,0,1,66.7,0.0,0.0,0.0,51.7,24,16,0,0,0,0,0,0,178,92
14,严宏生,皇家马德里,7,28,71.7,64.6,0.0,0.0,0.0,914,655,243,157,0,0,0,0,0,0
15,艾沙姆,皇家马德里,0,2,44.7,0.0,55.0,46.6,0.0,94,42,0,0,171,94,386,180,0,0
16,迪日马鲁,皇家马德里,13,15,82.4,58.1,66.7,42.4,0.0,1102,908,31,18,9,6,66,28,0,0
17,欧瓦德,皇家马德里,1,14,73.2,0.0,40.0,51.8,0.0,702,514,0,0,60,24,137,71,0,0
18,卢格尔,皇家马德里,5,28,78.9,63.3,0.0,0.0,0.0,981,774,226,143,0,0,0,0,0,0
19,阿尼马克,皇家马德里,0,1,35.2,0.0,65.8,35.7,0.0,71,25,0,0,158,104,345,123,0,0
20,艾克尔斯,皇家马德里,38,0,0.0,39.6,0.0,56.7,0.0,0,0,230,91,0,0,628,356,0,0
21,弗劳维奇,皇家马德里,0,0,23.5,0.0,54.0,49.5,0.0,115,27,0,0,161,87,380,188,0,0
22,玛尔戈,皇家马德里,43,0,0.0,43.8,0.0,54.7,0.0,0,0,233,102,0,0,611,334,0,0
23,埃斯林达,曼彻斯特联,0,5,74.4,0.0,58.7,40.0,0.0,512,381,0,0,63,37,115,46,0,0
24,埃伦博根,曼彻斯特联,0,0,61.5,0.0,0.0,0.0,56.6,13,8,0,0,0,0,0,0,173,98
25,陈天昭,曼彻斯特联,13,10,78.1,48.8,0.0,51.6,0.0,552,431,43,21,0,0,161,83,0,0
26,加洛贝,曼彻斯特联,0,0,33.3,0.0,60.3,44.2,0.0,72,24,0,0,184,111,319,141,0,0
27,穆尔热,曼彻斯特联,0,2,35.2,0.0,61.0,50.4,0.0,88,31,0,0,200,122,343,173,0,0
28,希克特,曼彻斯特联,29,0,0.0,26.9,0.0,54.4,0.0,0,0,104,28,0,0,540,294,0,0
29,奥恩哈根,曼彻斯特联,33,0,0.0,31.8,0.0,54.2,0.0,0,0,107,34,0,0,528,286,0,0
30,乔诺维奇,曼彻斯特联,0,34,56.6,47.1,47.4,0.0,0.0,205,116,206,97,196,93,0,0,0,0
31,罗泽拉尔,曼彻斯特联,0,5,65.2,0.0,44.9,43.2,0.0,446,291,0,0,49,22,125,54,0,0
32,瓦尔斯泰特,曼彻斯特联,0,1,72.7,0.0,46.0,44.3,0.0,491,357,0,0,50,23,115,51,0,0
33,葛罗夫,曼彻斯特联,0,18,49.8,43.7,42.6,0.0,0.0,201,100,213,93,190,81,0,0,0,0
34,万德尔特,曼彻斯特城,1,20,43.6,51.2,47.3,0.0,0.0,227,99,281,144,186,88,0,0,0,0
35,帕拉丹塔,曼彻斯特城,0,9,68.1,0.0,58.5,41.8,0.0,439,299,0,0,53,31,98,41,0,0
36,科纳谢夫斯基,曼彻斯特城,14,6,80.5,59.0,0.0,59.9,0.0,416,335,39,23,0,0,202,121,0,0
37,崔洪营,曼彻斯特城,3,34,62.0,64.5,55.7,0.0,0.0,250,155,276,178,185,103,0,0,0,0
38,芬特明,曼彻斯特城,29,0,0.0,36.6,0.0,50.2,0.0,0,0,82,30,0,0,546,274,0,0
39,沙赫马托夫,曼彻斯特城,1,7,68.7,0.0,57.6,50.0,0.0,422,290,0,0,59,34,86,43,0,0
40,津戈尼,曼彻斯特城,0,0,43.1,0.0,61.2,50.8,0.0,72,31,0,0,170,104,301,153,0,0
41,金伯顿,曼彻斯特城,0,0,47.7,0.0,61.3,49.2,0.0,65,31,0,0,191,117,315,155,0,0
42,卡萨兰,曼彻斯特城,0,0,33.3,0.0,0.0,0.0,45.1,15,5,0,0,0,0,0,0,162,73
43,黄淘,曼彻斯特城,43,0,0.0,40.2,0.0,63.2,0.0,0,0,87,35,0,0,636,402,0,0
44,米里亚契奇,曼彻斯特城,0,11,71.6,0.0,43.9,47.7,0.0,437,313,0,0,57,25,88,42,0,0
56,当麻好子,国际米兰,18,5,81.9,43.1,0.0,58.2,0.0,1074,880,51,22,0,0,237,138,0,0
57,萨德科维奇,国际米兰,3,4,78.2,0.0,66.2,49.6,0.0,1033,808,0,0,68,45,131,65,0,0
58,阿森松,国际米兰,0,15,65.0,44.6,42.2,0.0,0.0,123,80,175,78,166,70,0,0,0,0
59,辛吉武,国际米兰,1,8,45.5,36.4,34.8,0.0,0.0,99,45,176,64,201,70,0,0,0,0
