id,姓名,俱乐部,进球数,助攻数,传球成功率,过人成功率,抢断成功率,争顶成功率,扑救成功率,传球数,传球成功数,过人数,过人成功数,抢断数,抢断成功数,争顶数,争顶成功数,扑救数,扑救成功数
1,海因切,巴塞罗那,0,0,61.9,0.0,0.0,0.0,50.8,21,13,0,0,0,0,0,0,191,97
2,丘尔内利,巴塞罗那,0,5,59.4,51.1,60.1,0.0,0.0,69,41,92,47,248,149,0,0,0,0
3,博布任斯基,巴塞罗那,0,0,25.3,0.0,53.8,52.7,0.0,91,23,0,0,234,126,256,135,0,0
4,里亚比切夫,巴塞罗那,0,11,47.1,43.8,0.0,0.0,0.0,85,40,224,98,0,0,0,0,0,0
5,曼乔皮,巴塞罗那,4,2,52.4,30.6,0.0,0.0,0.0,464,243,49,15,0,0,0,0,0,0
6,菲亚马雷利,巴塞罗那,0,1,35.9,0.0,50.6,47.6,0.0,92,33,0,0,267,135,252,120,0,0
7,埃尔努夫,巴塞罗那,0,2,55.7,48.7,45.0,0.0,0.0,61,34,78,38,238,107,0,0,0,0
8,隆格韦涅,巴塞罗那,1,2,69.5,40.3,0.0,0.0,0.0,558,388,62,25,0,0,0,0,0,0
9,奈达诺夫,巴塞罗那,0,11,53.5,40.7,0.0,0.0,0.0,86,46,199,81,0,0,0,0,0,0
10,加兰西诺,巴塞罗那,33,0,0.0,37.2,0.0,53.1,0.0,0,0,148,55,0,0,335,178,0,0
11,加索尔,巴塞罗那,5,9,78.1,23.1,37.5,48.6,0.0,736,575,13,3,24,9,37,18,0,0
89,泽莱纽克,切尔西,29,0,0.0,38.2,0.0,57.1,0.0,0,0,76,29,0,0,294,168,0,0
90,奇梅拉罗,切尔西,5,12,40.0,56.2,50.2,0.0,0.0,130,52,233,131,237,119,0,0,0,0
91,德里格尔,切尔西,0,1,33.8,0.0,58.1,46.9,0.0,74,25,0,0,227,132,213,100,0,0
92,德卢卡,切尔西,8,5,73.4,57.1,44.4,62.5,0.0,263,193,7,4,27,12,32,20,0,0
93,安格施泰因,切尔西,0,4,48.5,0.0,44.9,43.5,0.0,68,33,0,0,254,114,207,90,0,0
94,特拉莫耶雷斯,切尔西,18,0,0.0,30.0,0.0,41.8,0.0,0,0,70,21,0,0,244,102,0,0
95,奥格内诺夫,切尔西,1,12,41.9,53.4,51.6,0.0,0.0,117,49,234,125,254,131,0,0,0,0
96,普雷舍斯,切尔西,1,11,75.8,32.4,0.0,0.0,0.0,252,191,222,72,0,0,0,0,0,0
97,库尔克内亚努,切尔西,5,5,76.7,80.0,54.2,16.7,0.0,236,181,5,4,24,13,30,5,0,0
98,约西佩斯库,切尔西,0,0,33.3,0.0,0.0,0.0,59.2,6,2,0,0,0,0,0,0,174,103
99,耶尔姆达尔,切尔西,2,12,71.7,45.9,0.0,0.0,0.0,233,167,244,112,0,0,0,0,0,0
155,卢伊什,多特蒙德,6,12,72.4,54.9,0.0,0.0,0.0,199,144,284,156,0,0,0,0,0,0
156,惠特迈耶,多特蒙德,21,0,0.0,30.2,0.0,41.9,0.0,0,0,53,16,0,0,270,113,0,0
157,特拉达斯,多特蒙德,0,0,51.4,0.0,45.6,49.5,0.0,70,36,0,0,217,99,184,91,0,0
158,基塞纳,多特蒙德,7,7,60.8,49.4,0.0,0.0,0.0,176,107,247,122,0,0,0,0,0,0
159,哈拉萨,多特蒙德,1,9,41.3,45.8,51.6,0.0,0.0,109,45,260,119,248,128,0,0,0,0
160,勒加夫尔,多特蒙德,0,1,40.0,0.0,0.0,0.0,50.3,10,4,0,0,0,0,0,0,179,90
161,德尔泰姆,多特蒙德,1,10,50.4,49.8,55.8,0.0,0.0,127,64,223,111,269,150,0,0,0,0
162,巴尔蒂洛蒂,多特蒙德,17,0,0.0,47.5,0.0,50.8,0.0,0,0,61,29,0,0,295,150,0,0
163,阿普拉克,多特蒙德,1,1,77.1,40.0,18.8,42.9,0.0,157,121,5,2,16,3,42,18,0,0
164,里达斯特伦,多特蒙德,2,4,75.5,0.0,35.0,30.0,0.0,159,120,3,0,20,7,30,9,0,0
165,菲加罗,多特蒙德,0,0,39.3,0.0,50.4,54.1,0.0,84,33,0,0,256,129,207,112,0,0
166,维迪厄,拜仁慕尼黑,0,2,34.1,0.0,59.6,51.2,0.0,82,28,0,0,228,136,211,108,0,0
167,布泽斯库尔,拜仁慕尼黑,0,3,70.1,0.0,62.1,44.0,0.0,578,405,0,0,58,36,75,33,0,0
168,泽契里亚,拜仁慕尼黑,9,6,72.5,35.7,31.6,57.8,0.0,741,537,28,10,19,6,83,48,0,0
169,塞特斯塔德,拜仁慕尼黑,1,6,44.9,46.0,53.1,0.0,0.0,98,44,139,64,245,130,0,0,0,0
170,于尔辛,拜仁慕尼黑,0,1,55.6,0.0,54.7,50.2,0.0,72,40,0,0,192,105,211,106,0,0
171,哈雷德,拜仁慕尼黑,0,8,55.0,55.6,57.4,0.0,0.0,109,60,133,74,249,143,0,0,0,0
