id,姓名,俱乐部,进球数,助攻数,传球成功率,过人成功率,抢断成功率,争顶成功率,扑救成功率,传球数,传球成功数,过人数,过人成功数,抢断数,抢断成功数,争顶数,争顶成功数,扑救数,扑救成功数
1,海因切,巴塞罗那,0,0,50.0,0.0,0.0,0.0,51.5,16,8,0,0,0,0,0,0,167,86
2,丘尔内利,巴塞罗那,0,3,66.7,46.5,49.8,0.0,0.0,60,40,86,40,231,115,0,0,0,0
3,博布任斯基,巴塞罗那,0,0,17.1,0.0,66.2,53.4,0.0,105,18,0,0,260,172,264,141,0,0
4,里亚比切夫,巴塞罗那,0,8,56.8,46.0,0.0,0.0,0.0,236,134,200,92,0,0,0,0,0,0
5,曼乔皮,巴塞罗那,0,7,63.0,43.4,0.0,0.0,0.0,254,160,159,69,0,0,0,0,0,0
6,菲亚马雷利,巴塞罗那,0,0,34.6,0.0,58.4,48.6,0.0,78,27,0,0,293,171,251,122,0,0
7,埃尔努夫,巴塞罗那,0,2,51.7,47.6,47.2,0.0,0.0,58,30,84,40,246,116,0,0,0,0
8,隆格韦涅,巴塞罗那,3,11,66.9,50.7,0.0,0.0,0.0,483,323,73,37,0,0,0,0,0,0
9,奈达诺夫,巴塞罗那,0,5,55.4,46.9,0.0,0.0,0.0,184,102,196,92,0,0,0,0,0,0
10,加兰西诺,巴塞罗那,30,0,0.0,25.6,0.0,52.9,0.0,0,0,125,32,0,0,331,175,0,0
11,加索尔,巴塞罗那,11,7,79.9,38.9,36.8,24.1,0.0,728,582,18,7,19,7,29,7,0,0
45,兰基内,AC米兰,0,1,14.1,0.0,70.2,46.3,0.0,92,13,0,0,248,174,214,99,0,0
46,费伍德,AC米兰,5,17,71.2,52.6,0.0,0.0,0.0,104,74,289,152,0,0,0,0,0,0
47,梅察,AC米兰,1,5,50.5,46.8,53.2,0.0,0.0,93,47,124,58,237,126,0,0,0,0
48,布斯蒂洛,AC米兰,0,1,36.9,0.0,51.6,34.8,0.0,65,24,0,0,182,94,204,71,0,0
49,韦尼克桑,AC米兰,9,1,67.6,19.2,0.0,35.5,0.0,213,144,73,14,0,0,76,27,0,0
50,姆拉多韦亚努,AC米兰,37,0,0.0,40.1,0.0,57.3,0.0,0,0,217,87,0,0,248,142,0,0
51,卡伦登,AC米兰,0,4,53.3,0.0,0.0,0.0,53.6,30,16,0,0,0,0,0,0,168,90
52,凡萨戈,AC米兰,6,22,73.9,55.0,0.0,0.0,0.0,111,82,313,172,0,0,0,0,0,0
53,格里本恰,AC米兰,19,1,74.9,44.0,0.0,56.9,0.0,215,161,91,40,0,0,72,41,0,0
54,岑策雷亚努,AC米兰,1,7,64.2,0.0,46.2,35.5,0.0,215,138,0,0,65,30,62,22,0,0
55,列特,AC米兰,0,7,50.0,48.7,55.8,0.0,0.0,74,37,115,56,251,140,0,0,0,0
89,泽莱纽克,切尔西,22,0,0.0,22.5,0.0,52.6,0.0,0,0,71,16,0,0,321,169,0,0
90,奇梅拉罗,切尔西,1,16,52.9,49.6,53.3,0.0,0.0,138,73,268,133,246,131,0,0,0,0
91,德里格尔,切尔西,0,0,16.7,0.0,61.2,44.4,0.0,66,11,0,0,245,150,216,96,0,0
92,德卢卡,切尔西,2,2,80.2,42.9,42.9,30.8,0.0,187,150,14,6,21,9,39,12,0,0
93,安格施泰因,切尔西,0,0,32.9,0.0,56.7,50.0,0.0,85,28,0,0,252,143,224,112,0,0
94,特拉莫耶雷斯,切尔西,18,0,0.0,34.6,0.0,48.9,0.0,0,0,81,28,0,0,307,150,0,0
95,奥格内诺夫,切尔西,0,13,58.3,53.2,47.5,0.0,0.0,120,70,216,115,236,112,0,0,0,0
