id,姓名,俱乐部,进球数,助攻数,传球成功率,过人成功率,抢断成功率,争顶成功率,扑救成功率,传球数,传球成功数,过人数,过人成功数,抢断数,抢断成功数,争顶数,争顶成功数,扑救数,扑救成功数
12,内托利奇卡,皇家马德里,2,12,72.3,0.0,46.0,41.2,0.0,787,569,0,0,50,23,119,49,0,0
13,布尔贡,皇家马德里,0,1,63.2,0.0,0.0,0.0,47.8,19,12,0,0,0,0,0,0,186,89
14,严宏生,皇家马德里,5,25,72.0,58.7,0.0,0.0,0.0,995,716,254,149,0,0,0,0,0,0
15,艾沙姆,皇家马德里,0,2,40.0,0.0,55.5,43.9,0.0,95,38,0,0,200,111,376,165,0,0
16,迪日马鲁,皇家马德里,7,19,83.2,28.6,30.0,40.2,0.0,1063,884,14,4,20,6,87,35,0,0
17,欧瓦德,皇家马德里,3,8,72.0,0.0,48.6,61.9,0.0,754,543,0,0,72,35,139,86,0,0
18,卢格尔,皇家马德里,3,37,78.4,62.2,0.0,0.0,0.0,1027,805,225,140,0,0,0,0,0,0
19,阿尼马克,皇家马德里,0,1,37.8,0.0,56.1,37.4,0.0,74,28,0,0,155,87,356,133,0,0
20,艾克尔斯,皇家马德里,51,0,0.0,35.0,0.0,56.1,0.0,0,0,200,70,0,0,617,346,0,0
21,弗劳维奇,皇家马德里,0,1,28.4,0.0,59.1,43.4,0.0,88,25,0,0,176,104,364,158,0,0
22,玛尔戈,皇家马德里,40,0,0.0,44.2,0.0,55.9,0.0,0,0,226,100,0,0,632,353,0,0
23,埃斯林达,曼彻斯特联,1,10,78.5,0.0,59.4,38.7,0.0,567,445,0,0,69,41,93,36,0,0
24,埃伦博根,曼彻斯特联,0,0,75.0,0.0,0.0,0.0,53.2,12,9,0,0,0,0,0,0,156,83
25,陈天昭,曼彻斯特联,4,10,79.3,53.7,0.0,44.8,0.0,535,424,67,36,0,0,143,64,0,0
26,加洛贝,曼彻斯特联,0,1,32.4,0.0,66.0,41.9,0.0,71,23,0,0,191,126,298,125,0,0
27,穆尔热,曼彻斯特联,0,0,23.9,0.0,62.2,44.8,0.0,67,16,0,0,193,120,299,134,0,0
28,希克特,曼彻斯特联,36,0,0.0,22.7,0.0,58.3,0.0,0,0,110,25,0,0,480,280,0,0
29,奥恩哈根,曼彻斯特联,33,0,0.0,37.9,0.0,55.9,0.0,0,0,132,50,0,0,463,259,0,0
30,乔诺维奇,曼彻斯特联,0,24,55.9,44.2,47.9,0.0,0.0,188,105,226,100,213,102,0,0,0,0
31,罗泽拉尔,曼彻斯特联,1,2,69.6,0.0,60.8,41.7,0.0,530,369,0,0,74,45,115,48,0,0
32,瓦尔斯泰特,曼彻斯特联,0,10,69.4,0.0,56.6,36.2,0.0,520,361,0,0,53,30,130,47,0,0
33,葛罗夫,曼彻斯特联,0,18,49.5,46.1,42.7,0.0,0.0,194,96,241,111,227,97,0,0,0,0
34,万德尔特,曼彻斯特城,2,26,49.5,49.7,49.1,0.0,0.0,212,105,292,145,226,111,0,0,0,0
35,帕拉丹塔,曼彻斯特城,0,3,66.0,0.0,56.9,42.4,0.0,429,283,0,0,51,29,85,36,0,0
36,科纳谢夫斯基,曼彻斯特城,23,9,77.5,27.6,0.0,65.1,0.0,435,337,29,8,0,0,189,123,0,0
37,崔洪营,曼彻斯特城,3,41,64.6,63.5,49.3,0.0,0.0,226,146,299,190,209,103,0,0,0,0
38,芬特明,曼彻斯特城,19,0,0.0,32.9,0.0,49.6,0.0,0,0,76,25,0,0,484,240,0,0
39,沙赫马托夫,曼彻斯特城,3,4,66.5,0.0,60.4,45.7,0.0,439,292,0,0,48,29,116,53,0,0
40,津戈尼,曼彻斯特城,0,0,39.7,0.0,61.5,39.6,0.0,63,25,0,0,161,99,293,116,0,0
41,金伯顿,曼彻斯特城,0,1,37.9,0.0,55.7,51.6,0.0,87,33,0,0,203,113,314,162,0,0
42,卡萨兰,曼彻斯特城,0,1,36.4,0.0,0.0,0.0,46.7,11,4,0,0,0,0,0,0,167,78
43,黄淘,曼彻斯特城,45,0,0.0,31.5,0.0,62.9,0.0,0,0,73,23,0,0,585,368,0,0
44,米里亚契奇,曼彻斯特城,0,5,72.7,0.0,50.0,46.4,0.0,439,319,0,0,62,31,112,52,0,0
56,当麻好子,国际米兰,21,7,79.2,54.5,0.0,54.2,0.0,1135,899,55,30,0,0,201,109,0,0
57,萨德科维奇,国际米兰,1,9,78.4,0.0,58.4,52.6,0.0,1172,919,0,0,77,45,116,61,0,0
58,阿森松,国际米兰,2,10,54.5,44.1,52.4,0.0,0.0,99,54,202,89,229,120,0,0,0,0
59,辛吉武,国际米兰,0,12,45.0,37.0,34.0,0.0,0.0,80,36,184,68,191,65,0,0,0,0
60,比尔廷,国际米兰,0,17,82.3,0.0,67.2,40.4,0.0,1222,1006,0,0,58,39,109,44,0,0
61,贝尔思,国际米兰,23,0,0.0,17.0,0.0,43.6,0.0,0,0,100,17,0,0,573,250,0,0
62,霍尔普赫,国际米兰,0,10,72.5,0.0,39.0,40.7,0.0,1108,803,0,0,59,23,91,37,0,0
63,迪皮齐奥,国际米兰,0,0,29.4,0.0,0.0,0.0,49.6,17,5,0,0,0,0,0,0,123,61
64,尹恩慧,国际米兰,0,2,60.0,0.0,66.8,57.5,0.0,100,60,0,0,217,145,339,195,0,0
65,德莱威,国际米兰,0,4,42.9,0.0,58.0,45.7,0.0,77,33,0,0,176,102,302,138,0,0
66,马兰托尼,国际米兰,26,0,0.0,28.9,0.0,48.4,0.0,0,0,114,33,0,0,616,298,0,0
67,卡莫里,巴黎圣日尔曼,0,17,71.0,0.0,68.3,55.6,0.0,999,709,0,0,82,56,144,80,0,0
68,卢采斯库,巴黎圣日尔曼,0,17,72.6,0.0,38.8,40.8,0.0,1115,810,0,0,49,19,120,49,0,0
69,欣特瑙斯,巴黎圣日尔曼,26,0,0.0,48.5,0.0,52.8,0.0,0,0,101,49,0,0,547,289,0,0
70,劳莱特,巴黎圣日尔曼,0,12,69.7,0.0,49.2,51.6,0.0,1078,751,0,0,63,31,128,66,0,0
71,奥夫夏,巴黎圣日尔曼,1,13,49.1,51.4,43.6,0.0,0.0,114,56,181,93,225,98,0,0,0,0
72,彼得鲁恰努,巴黎圣日尔曼,0,0,33.3,0.0,61.1,50.1,0.0,96,32,0,0,203,124,379,190,0,0
73,卡拉保,巴黎圣日尔曼,0,1,37.5,0.0,0.0,0.0,65.6,16,6,0,0,0,0,0,0,180,118
