id,姓名,俱乐部,进球数,助攻数,传球成功率,过人成功率,抢断成功率,争顶成功率,扑救成功率,传球数,传球成功数,过人数,过人成功数,抢断数,抢断成功数,争顶数,争顶成功数,扑救数,扑救成功数
12,内托利奇卡,皇家马德里,0,7,73.1,0.0,52.8,50.4,0.0,925,676,0,0,53,28,125,63,0,0
13,布尔贡,皇家马德里,0,2,50.0,0.0,0.0,0.0,48.7,34,17,0,0,0,0,0,0,195,95
14,严宏生,皇家马德里,4,27,72.5,57.4,0.0,0.0,0.0,1089,789,223,128,0,0,0,0,0,0
15,艾沙姆,皇家马德里,0,0,29.3,0.0,54.9,46.6,0.0,82,24,0,0,206,113,373,174,0,0
16,迪日马鲁,皇家马德里,6,20,84.4,64.7,36.8,30.8,0.0,1198,1011,17,11,19,7,65,20,0,0
17,欧瓦德,皇家马德里,2,7,73.6,0.0,44.8,55.6,0.0,899,662,0,0,58,26,133,74,0,0
18,卢格尔,皇家马德里,8,24,76.7,61.8,0.0,0.0,0.0,1160,890,217,134,0,0,0,0,0,0
19,阿尼马克,皇家马德里,0,1,39.7,0.0,53.4,38.4,0.0,78,31,0,0,163,87,328,126,0,0
20,艾克尔斯,皇家马德里,34,0,0.0,31.4,0.0,53.3,0.0,0,0,172,54,0,0,672,358,0,0
21,弗劳维奇,皇家马德里,0,2,35.4,0.0,60.7,48.2,0.0,82,29,0,0,201,122,355,171,0,0
22,玛尔戈,皇家马德里,44,0,0.0,39.8,0.0,58.9,0.0,0,0,186,74,0,0,755,445,0,0
34,万德尔特,曼彻斯特城,2,35,56.6,61.5,53.1,0.0,0.0,219,124,265,163,196,104,0,0,0,0
35,帕拉丹塔,曼彻斯特城,1,4,70.2,0.0,67.7,44.6,0.0,369,259,0,0,62,42,121,54,0,0
36,科纳谢夫斯基,曼彻斯特城,23,8,75.1,58.3,0.0,56.6,0.0,353,265,36,21,0,0,189,107,0,0
37,崔洪营,曼彻斯特城,3,49,70.0,63.6,54.1,0.0,0.0,247,173,291,185,205,111,0,0,0,0
38,芬特明,曼彻斯特城,25,0,0.0,24.4,0.0,50.2,0.0,0,0,78,19,0,0,550,276,0,0
39,沙赫马托夫,曼彻斯特城,0,7,68.1,0.0,58.0,53.3,0.0,398,271,0,0,50,29,137,73,0,0
40,津戈尼,曼彻斯特城,0,1,27.4,0.0,60.5,47.5,0.0,84,23,0,0,157,95,299,142,0,0
41,金伯顿,曼彻斯特城,0,1,37.6,0.0,55.7,57.8,0.0,85,32,0,0,176,98,341,197,0,0
42,卡萨兰,曼彻斯特城,0,1,30.8,0.0,0.0,0.0,47.9,13,4,0,0,0,0,0,0,146,70
43,黄淘,曼彻斯特城,67,0,0.0,46.1,0.0,66.0,0.0,0,0,89,41,0,0,668,441,0,0
44,米里亚契奇,曼彻斯特城,0,10,73.7,0.0,66.7,44.4,0.0,430,317,0,0,54,36,126,56,0,0
56,当麻好子,国际米兰,15,13,81.9,51.9,0.0,60.3,0.0,1297,1062,54,28,0,0,184,111,0,0
57,萨德科维奇,国际米兰,0,14,76.7,0.0,49.0,51.3,0.0,1211,929,0,0,49,24,115,59,0,0
58,阿森松,国际米兰,0,4,52.4,44.0,48.4,0.0,0.0,82,43,159,70,215,104,0,0,0,0
59,辛吉武,国际米兰,0,4,45.7,36.2,39.5,0.0,0.0,116,53,163,59,205,81,0,0,0,0
60,比尔廷,国际米兰,0,14,80.3,0.0,57.4,50.7,0.0,1251,1004,0,0,61,35,140,71,0,0
61,贝尔思,国际米兰,22,0,0.0,23.6,0.0,45.8,0.0,0,0,110,26,0,0,613,281,0,0
